ADGRB3,ADGRG4,ADGRL2,ADH1B,ALB,ALX1,AMBN,ANGPTL1,ANGPTL7,APOBEC2,ARHGAP10,ARMC9,ARSF,ASB14,ATP23,ATP8B5P,ATXN3L,BCO2,BEND7,BTNL3,C12orf40,C16orf78,C6orf141,CALR3,CCL23,CCNB3,CDH12,CDKL2,CFAP57,CFTR,CHSY3,CLDN1,CLDN10,CLDN14,CLDN4,CLRN3,CLSTN2,CNGB3,CPE,CPSF4L,CPXCR1,CSMD3,CT83,CYP39A1,CYP51A1,DAO,DEFB112,DGAT2L6,DLGAP5,DNAH14,EBLN1,EFCAB5,ELMOD1,ERICH1,ERICH3,FAM227B,FAM228A,FER1L6-AS1,FLJ42627,FMN1,FREM2,GABRG3,GLRB,GPC4,GSTM1,H2AC13,HLA-DPB2,HOOK2,HSPA2,IGF1,IGHV7-81,IL4,IMMP1L,INA,KCNIP1,KL,KRTAP19-7,LENEP,LGR6,LINC00469,LINC00652,LINC00917,LINC01446,LINC02877,LIPJ,LOC645188,LUZP4,MAGEE2,MARCHF11,MARK1,MASP1,MDGA2,MIA2,MIR128-1,MIR130A,MIR299,MMP26,MROH8,MS4A2,MUC21,NAT1,NID2,NKX2-2,NPHS2,NRM,NUDT9P1,NXPE4,OAZ3,OPN5,OR10T2,OR12D2,OR1L6,OR2L8,OR4A47,OR4A5,OR51F2,OR6C76,OR6K2,OR7G1,OR8D4,OR8G2P,PARPBP,PCDHA1,PCDHB14,PDE11A,PDZD9,PPEF1,PRELID2,PRTFDC1,PSG11,PTGR1,RAB13,RAD9B,RASEF,RFPL1,RFPL3,RGS1,RHCE,RNF182,RNVU1-17,RPGRIP1L,RTN4RL1,SCGB1D2,SCGB2A2,SEL1L2,SFTA2,SHISAL2B,SKA1,SKA2,SLC10A1,SLC15A1,SLC17A6,SLC7A11,SNORA70F,SNORD115-8,SNORD116-12,SNORD13P1,SPATA41,SPRR2A,SPRR2B,STC2,STK31,SULF1,SYCE2,SYT6,TAAR3P,TAS2R43,TCEAL9,TDRG1,TFDP3,THAP5P1,TLL1,TMEM144,TMEM171,TMTC1,TRPC6,UGT2B10,VN1R10P,ZDHHC15,ZFP37,ZNF22-AS1,ZNF311,ZNF423,ZNF667-AS1,ZNF724,ZPBP,ZSCAN4
4.7871,4.6099,3.8525,5.0197,4.3966,4.5019,3.7265,4.2714,4.9394,4.5915,5.6568,4.5262,4.4593,4.5872,5.6839,4.1489,3.8051,5.5577,4.4962,4.6493,3.8036,4.5267,5.227,5.0056,4.7936,4.9351,4.1469,4.7141,5.8192,3.9725,5.6327,4.6972,4.7011,5.5934,5.5721,4.1395,5.6937,4.3646,5.0045,4.3177,3.8191,4.0487,5.2655,4.0171,7.0137,4.6072,3.3256,5.4693,4.8206,3.5097,4.3804,5.0367,4.4368,5.2292,4.102,4.5202,4.7674,4.7808,4.411,5.192,3.9593,4.5903,3.7637,3.8572,5.6831,3.6557,5.1045,6.0933,5.9778,3.8447,5.4472,4.8265,5.15,5.2583,4.6644,5.2965,3.7579,6.4891,5.9388,4.4746,5.3193,6.2505,3.7751,4.2744,3.5261,3.5999,4.4005,5.1558,4.7181,3.9982,5.1959,4.6142,3.5597,4.6251,4.6561,3.7878,4.4133,4.7812,4.9828,5.0235,4.012,5.3363,5.5752,5.6205,2.8771,3.6385,4.3755,4.9018,5.2128,5.8178,4.5333,3.4458,5.9302,3.8469,4.7459,5.7887,5.0225,5.6105,5.4746,4.0052,4.1782,3.9087,7.0896,4.8542,4.9889,4.0345,3.8649,4.8177,4.203,3.4623,4.4383,4.8792,4.5568,4.5059,3.7262,4.5842,4.3028,4.304,4.546,3.0444,4.5971,5.2052,4.7342,3.6055,5.5016,4.8605,4.7043,4.0084,5.8215,5.9948,5.2825,3.8588,4.2254,4.622,3.1294,4.2169,3.3802,5.9072,4.5939,4.225,5.2279,4.2234,4.188,5.497,4.7906,4.9333,4.7172,4.0986,4.918,4.1593,2.9037,5.1226,5.1822,5.2882,4.6236,4.5195,3.4877,3.9572,4.8345,4.2709,5.165,4.3417,5.2654,6.5942,5.8342,3.5711,3.961
4.9238,4.4635,3.9162,5.1604,4.2719,4.5054,3.7977,4.2865,4.6393,5.0662,5.9914,4.4623,4.4719,4.5722,5.6678,4.1893,3.7917,5.8979,4.3514,4.6765,3.6831,4.3269,5.2217,5.1832,4.7652,4.6075,4.2777,4.2944,5.4362,4.0972,5.0073,4.6371,4.3431,5.7805,5.6766,3.9144,5.6192,4.3248,4.8162,4.0155,3.3567,4.132,5.5319,3.7096,7.6225,5.0879,3.5859,4.9678,5.0318,3.6527,4.4519,5.1034,4.6985,5.0536,4.0233,4.5579,4.4755,4.4418,6.4095,5.267,3.7784,4.2504,3.6368,4.1399,5.5021,3.0984,5.0691,5.9142,5.6274,3.9098,5.4243,4.8402,5.6917,5.267,4.423,5.126,3.6566,6.8756,5.9446,4.4183,5.3097,5.2489,3.9165,4.6079,3.5185,3.5753,4.1563,4.857,4.373,4.3657,5.5561,4.3815,3.694,4.7823,4.2665,3.9258,4.27,4.999,4.9757,3.9287,4.1328,5.3153,5.7228,5.0603,3.0983,4.1398,4.4749,4.7873,5.2763,5.4119,4.3601,3.5209,6.1183,3.5965,4.6699,5.4405,4.6929,5.6175,5.3633,3.7124,4.1581,3.8896,5.0114,4.7113,4.7123,4.3197,3.8533,4.8538,4.2426,3.2307,4.6422,5.6761,4.2739,4.305,4.1275,4.1953,4.3608,4.2733,4.7968,3.1507,4.6661,4.929,4.798,3.6569,4.965,5.2914,4.483,3.8459,5.5933,6.1287,5.1717,3.8126,4.2542,4.7166,3.0708,4.3008,3.1291,6.4752,4.5697,4.0874,5.3829,4.3123,4.2091,5.4346,5.0882,4.8242,4.5204,4.1205,5.0071,4.0005,2.5639,5.4521,5.0896,5.0864,4.8103,4.6474,3.1092,4.0001,4.8493,4.4245,5.291,4.3051,5.5088,7.0507,5.7784,3.651,3.8664
4.8472,4.3705,3.9458,5.0023,4.3701,4.6238,3.6579,4.289,4.5999,4.9182,5.8735,4.5583,4.5242,4.4272,5.6337,4.0885,3.4978,5.9396,4.4222,4.6179,3.3157,4.6539,5.0765,4.8733,4.8199,4.5425,4.3612,4.3482,5.5757,3.9721,4.6952,4.445,4.6919,5.6569,5.5082,3.8179,5.6584,4.449,4.5888,4.2672,3.2787,4.019,5.6998,3.8844,6.4479,5.0313,3.7689,4.9948,4.9629,3.7719,4.6242,5.2379,4.4701,5.3424,4.3164,4.6276,4.447,4.6543,6.1055,5.2195,3.8671,4.5545,3.5491,4.0506,5.287,3.1969,5.2486,5.9858,5.9627,4.0665,4.8449,4.5889,5.5183,5.1445,4.7106,5.0382,3.6675,6.539,5.8572,4.2507,5.176,5.4677,3.808,4.1923,3.9644,3.3426,4.1369,5.1758,4.0436,4.2967,5.2702,4.1567,3.3347,4.8554,4.6884,3.7754,4.3386,4.9654,4.8953,4.0295,4.0168,5.364,5.4506,5.5855,2.881,3.7253,4.4755,4.7482,5.3759,5.4926,4.3908,3.5796,6.197,3.5303,4.6109,5.7525,4.6866,5.5923,5.6411,4.0279,4.4633,3.874,5.1183,4.9356,5.0171,3.9496,3.8576,4.7499,4.1815,3.6714,4.5046,5.995,4.4578,4.4807,3.7508,4.6097,4.4057,4.3014,4.7443,3.0794,4.9513,5.0898,4.6793,3.7079,4.724,4.521,4.3021,3.7808,6.3347,5.898,5.1456,3.8431,4.1444,4.6322,3.1611,4.4234,2.9287,6.1929,4.8739,4.4336,5.2768,4.2906,4.1141,5.6328,5.1563,4.7754,4.384,4.2655,5.1975,4.0269,2.8813,5.4325,5.1766,5.2997,4.996,4.5509,3.1151,4.441,4.8317,4.4793,5.0213,4.3909,5.3723,7.084,5.6724,3.5463,3.6299
4.8289,4.2926,3.9367,5.0491,4.4255,4.5254,3.9468,4.3461,4.6578,5.115,5.7789,4.626,4.6338,4.5616,5.6913,4.5045,3.7172,5.8282,4.4688,4.7222,3.685,4.602,5.0562,5.082,4.9129,4.3343,4.361,4.2845,5.8033,3.9607,5.0686,4.361,4.3044,5.6206,5.3774,4.0588,5.6415,4.3522,4.9729,3.7234,3.3909,4.0739,5.6126,4.0765,7.2634,4.8103,3.4931,5.2305,4.9499,3.4245,4.3811,5.1354,4.4237,5.1982,4.096,4.5432,4.6061,4.3322,6.7274,5.4882,3.7261,4.287,3.3482,4.3351,5.4165,3.4988,5.2195,6.1276,5.8783,4.0147,5.1997,4.6229,5.5201,5.4986,4.5351,5.0195,3.9936,6.5211,6.0925,4.2631,5.7538,5.6936,3.8931,4.3391,3.7376,3.4655,4.1539,4.7592,3.9863,4.5702,4.9879,4.138,3.4998,4.611,4.1643,3.9306,4.1874,5.0449,4.8313,3.7752,3.923,5.4127,5.5504,5.3125,2.7622,3.9117,4.7142,4.5147,5.41,5.1755,4.3154,3.2823,6.2661,4.031,4.8342,5.8137,4.8516,5.2798,5.7728,3.9179,3.973,3.9902,5.6965,4.8209,4.9036,3.9177,3.6771,4.892,4.1681,3.2802,4.4015,5.5541,4.547,4.6153,4.1099,4.2562,4.2663,4.2722,4.8106,3.1348,4.76,4.9161,4.5456,3.6961,4.6682,4.4941,4.1985,3.864,6.0488,5.8226,5.0254,3.8664,4.2546,4.5559,2.9229,4.2205,3.0548,6.2881,4.6001,4.4782,5.4287,4.2247,4.2802,5.7409,5.2477,4.9212,4.4519,4.1389,4.8646,4.2303,2.5683,5.3818,5.156,5.3327,4.8057,4.4077,2.9477,4.0222,4.8578,4.5234,4.9926,4.3898,5.2971,6.9689,5.5652,3.9467,3.7367
4.8456,4.4382,3.7952,5.4458,4.4072,4.7744,3.9626,4.2373,4.6854,4.8023,5.8146,4.587,4.6622,4.6174,5.7526,4.3699,3.7699,5.6325,4.5531,4.4856,3.8293,4.3467,5.3276,4.9726,4.9552,4.657,4.3181,4.4541,5.7093,4.1068,4.8084,4.5222,4.2902,5.8649,5.3276,3.8793,5.8113,4.537,4.6046,3.836,3.3527,4.0628,5.8573,3.8209,6.9327,4.6525,3.5865,5.0083,5.0624,3.6122,4.4759,5.3171,4.533,5.2567,4.2853,4.4279,5.0364,4.6372,6.1878,4.9397,3.7814,4.4741,3.8102,4.107,5.5426,3.5502,4.949,6.1171,5.8028,4.4763,5.2786,4.7035,5.4871,5.2428,5.1446,5.3743,3.5717,6.8326,5.8328,4.2332,5.7159,5.7063,3.9111,4.3793,3.6363,3.3177,4.2715,5.1449,4.4035,4.2038,5.328,4.5012,3.4072,4.6923,4.3115,3.7508,4.2204,4.968,5.0095,3.769,3.7901,5.0523,5.6903,5.5808,2.9018,4.0626,4.5306,4.8734,5.2832,5.6605,4.3935,3.5614,5.6223,3.8531,4.215,5.9114,5.2765,5.7642,5.992,3.6385,4.1887,4.0675,5.7103,5.4466,4.9549,4.426,3.8072,5.0046,4.1135,3.1572,4.454,5.7519,4.8314,4.3778,3.4472,5.4871,4.4856,4.4553,4.7976,3.0454,4.6142,5.1055,4.7773,3.7166,4.7906,5.4488,4.4193,4.0038,6.105,6.0976,5.4859,3.9522,4.1763,4.7767,3.211,4.1677,3.2945,6.7803,4.6882,4.5407,5.3665,4.2831,4.186,5.4668,5.2317,4.8426,4.2926,4.4728,5.0156,4.1191,2.4422,5.4792,5.2362,5.5326,4.8959,4.6303,3.1552,4.0423,4.8477,4.4334,5.1384,4.3475,5.3107,7.0951,5.6319,3.6008,3.6853
4.8964,4.2191,3.7514,5.1716,4.3806,4.8805,3.9389,4.2158,4.6399,5.02,5.9346,4.5176,4.3337,4.654,5.6455,4.4053,3.9075,5.7133,4.4547,4.6145,3.4713,4.5554,5.1854,5.0633,4.8894,4.7983,4.2548,4.4926,5.548,3.967,5.0081,4.4595,4.3933,5.4712,5.3649,4.0757,5.7661,4.5681,4.8941,3.7679,3.4556,4.0926,6.06,3.9507,6.8859,4.9645,3.5758,5.0632,5.2528,3.4853,4.586,5.37,4.5062,5.2866,4.2969,4.4999,4.7779,4.5229,6.7946,4.9912,3.6725,4.4323,3.5763,4.0814,5.6643,3.1893,4.9016,6.2026,5.8119,4.1836,5.6632,4.4609,6.2329,5.0913,4.6912,5.0142,3.7268,6.6501,5.7444,4.2732,5.441,5.5262,3.7646,4.5179,3.6846,3.3293,4.0697,4.7475,4.1798,4.3232,5.3338,4.2976,3.2801,4.7684,4.3492,3.8621,4.0682,4.8529,4.8744,3.6084,3.7231,5.3141,5.6768,5.2239,3.2553,4.0747,4.5079,4.8634,5.3748,5.5121,4.4447,3.4783,6.1266,3.6795,4.6563,5.6668,4.9889,5.5943,5.6713,3.9136,4.027,3.878,5.5053,4.7277,4.9297,4.435,3.8763,5.0143,4.2163,3.159,4.1881,5.8674,4.5885,4.4135,4.1264,5.3587,4.3419,4.4287,4.8393,3.1325,4.7376,5.1605,5.0408,3.8026,4.8987,4.6689,4.231,4.0211,6.0069,6.0427,5.2894,4.3954,4.3427,4.641,2.9237,4.1364,2.9927,6.3636,4.5809,4.2673,5.1302,4.1849,4.3888,5.6231,5.4112,4.6255,4.2912,4.0503,4.959,4.0242,2.7006,5.3138,5.2114,5.2217,5.0124,4.6048,3.2905,4.009,4.9005,4.4729,5.4491,4.1316,5.1754,7.2031,5.3394,3.7896,3.9472
4.8689,4.5146,3.6864,5.1183,4.5374,4.6407,3.9112,4.2333,4.7588,5.0188,5.8333,4.6329,4.3826,4.4593,5.8781,4.1489,3.6313,5.4663,4.325,4.8114,4.0844,4.2874,4.9413,5.0344,4.6519,4.7893,4.2532,4.3927,5.4892,4.0235,4.9547,4.284,4.6512,5.8961,5.3496,4.09,5.5953,4.2516,4.8653,4.1585,3.8925,4.0421,5.6238,3.5663,6.9058,4.9542,3.714,5.0334,4.7513,3.6316,4.7279,5.1411,4.6325,5.3571,4.3629,4.5468,4.5842,4.7008,5.0101,4.9555,3.6096,4.1238,3.8514,4.4381,5.4848,2.9284,4.9657,6.1633,5.9523,4.2616,4.8767,4.4337,5.3624,5.3468,4.6878,5.2789,3.3972,6.8229,5.9581,3.7974,5.6423,5.3463,4.2116,4.2597,3.836,3.2126,4.2078,5.5328,4.0544,4.6758,5.4375,4.1989,3.5279,4.5933,4.678,3.9273,4.1782,5.0009,5.2869,4.1867,3.7918,5.2747,5.5714,5.1076,2.7627,4.0017,4.833,4.7153,5.7675,5.247,4.2275,3.6349,5.551,3.7427,4.3883,5.6867,4.9799,5.6319,5.7629,3.8466,4.154,4.0098,5.2745,5.3272,5.0803,4.3493,3.6724,4.9725,3.9526,3.3217,4.2259,5.8235,4.6726,4.8546,3.7755,4.3665,4.2183,4.4996,4.5111,2.69,4.8257,5.1154,4.8753,4.1315,4.9716,4.9552,4.6524,3.9408,5.9921,5.7111,5.3595,4.1865,4.3387,4.8626,3.3383,4.5673,2.7396,6.4189,4.6636,4.5684,5.4168,4.2356,3.9553,5.4197,5.4249,4.8474,4.5383,4.3252,5.0265,3.9673,2.4397,5.2049,5.1843,5.0831,4.8772,4.5166,3.0264,3.9787,4.7137,4.6906,4.9861,4.2782,5.1095,7.2042,5.3306,3.476,3.6358
4.91,4.4682,3.8777,5.3137,4.3409,4.7683,3.7455,4.4209,4.7216,5.0282,5.9519,4.6663,4.3967,4.4894,5.5996,4.1445,3.9015,5.6709,4.5603,4.4792,3.5669,4.3457,5.3856,5.0237,4.5029,4.6046,4.2627,4.2234,5.496,3.8238,4.8062,4.2016,4.8872,5.7849,5.3824,4.0782,5.5545,4.4391,4.8558,4.1237,3.5068,4.0647,5.8207,3.8456,7.1993,4.6661,3.4581,5.0285,4.8994,3.447,4.5943,5.1431,4.4625,5.5188,4.1252,4.5481,4.5231,4.3472,5.571,5.4421,3.5337,4.5707,3.7146,4.0965,5.7965,3.153,4.9985,6.0223,6.007,3.8446,5.1701,4.5911,5.3854,5.3083,4.7029,5.015,3.6727,6.7502,5.5181,4.3048,5.4597,5.6359,4.0376,4.1094,3.6996,3.1676,4.2531,5.016,4.3154,4.4386,5.2058,4.0902,3.5998,4.4438,4.2721,3.5217,4.401,4.9473,5.0836,4.1969,3.8761,5.3836,5.444,5.518,3.2405,4.058,4.6965,4.6706,5.2557,5.3835,4.2302,3.4283,6.0244,3.4573,4.9467,5.8745,4.9921,5.4178,5.6263,3.5796,4.4392,3.8737,4.1905,5.1044,4.9927,3.8535,3.8805,4.8468,4.2901,3.1705,4.4862,5.8452,4.4911,4.4907,4.0934,4.492,4.43,4.3786,4.6932,3.1018,4.7341,5.0472,4.7683,3.8032,4.8474,2.9071,4.373,3.7844,6.0034,5.8179,5.4783,4.2924,4.0847,4.6623,2.9739,4.324,3.1223,6.0797,4.6624,4.3794,5.3991,4.1237,4.1318,5.7021,5.3511,4.7192,4.5993,4.3231,4.9522,3.914,2.9864,5.2963,5.0959,5.3969,4.8126,4.5309,3.4879,4.3198,4.9234,4.4347,5.0779,4.4349,5.3741,6.724,5.0531,3.6339,3.7096
4.7374,4.4615,4.068,5.2126,4.329,4.3896,3.7526,4.0695,4.6182,4.9543,6.0222,4.7578,4.4193,4.6723,5.4802,4.2602,3.7861,5.5001,4.2951,4.6797,3.3547,4.4412,5.0247,5.0663,4.7247,4.8408,4.285,4.1722,5.6262,4.1787,4.7133,4.4357,4.2669,5.6207,5.2611,3.8586,5.6579,4.4716,4.768,4.3648,3.5731,4.0483,5.3127,3.6682,7.6861,4.663,3.552,5.2052,5.0068,3.5557,4.2244,5.39,4.4917,5.1072,4.224,4.5627,4.5672,4.4989,5.748,5.205,3.6838,4.3831,3.6629,4.124,5.5932,3.3365,5.1345,6.0579,5.9294,4.0508,5.2027,4.6764,5.2965,5.0739,4.6326,5.1888,3.9347,6.2219,5.9526,4.5123,5.2967,5.3826,3.5927,4.2604,3.669,3.1851,4.0563,4.8775,4.1476,4.1971,5.2685,4.3341,3.5323,4.6351,4.3868,3.9441,4.2984,4.8095,4.9291,3.5772,4.1153,5.3095,5.6759,5.122,3.4818,3.9551,4.6646,4.6836,4.8267,5.4951,4.5022,3.2998,6.1847,3.7879,4.5492,5.4155,5.0496,5.3902,5.2998,3.9822,4.1232,3.8073,5.4104,5.1049,4.9389,4.2252,3.6567,4.7651,4.0942,3.2856,4.2253,5.3401,4.6827,4.3966,3.6251,4.797,4.307,4.375,4.8334,3.0691,4.8996,5.0882,4.6519,3.5827,4.9085,5.364,3.8265,3.6688,5.9848,5.926,5.099,4.0114,4.1434,4.4343,3.1266,4.3788,3.219,6.1958,4.779,4.4133,5.1098,4.3465,3.9988,5.7651,5.0915,5.5272,4.4045,4.0322,5.0072,3.8803,2.6457,5.3763,5.1545,5.1886,4.8042,4.6356,3.159,3.698,4.8604,4.6147,5.2714,4.4558,5.164,6.8916,5.6485,3.4752,3.5188
4.9614,4.2559,3.997,5.239,4.3708,4.8051,3.7375,4.4058,4.4167,5.0849,5.6425,4.8087,4.7293,4.3948,5.6674,4.4004,3.9319,5.2676,4.3062,4.7653,3.5654,4.1975,5.0206,5.0395,4.4717,4.6408,4.274,4.4047,5.3622,4.2748,4.8958,4.3337,4.2847,5.5487,5.2333,4.0199,5.5064,4.2355,4.828,4.625,3.4209,4.029,5.3616,3.84,7.5233,4.814,3.7405,5.0289,4.9542,3.5185,4.4102,5.0811,4.5813,5.4691,4.0696,4.5061,4.7901,4.6613,6.6527,5.3908,3.7456,4.3764,3.7896,4.1319,5.8313,3.0137,5.081,5.9919,5.9998,4.0653,4.9233,4.6259,5.1318,5.159,4.6994,5.364,3.6318,6.5688,5.5956,4.3271,5.394,5.5881,3.9662,4.6103,3.9972,3.4273,4.2064,4.8614,4.2634,3.9491,5.2198,4.1345,3.357,4.682,4.7987,3.9758,4.2748,4.9323,5.1146,4.1696,3.9486,5.5619,5.3829,5.2972,3.2277,3.9505,4.3485,4.5588,5.0228,5.4933,4.1424,3.6081,6.1373,3.9178,5.0142,5.4504,4.8719,5.7662,5.6481,4.0834,4.4822,3.9613,4.9021,4.8169,5.0037,3.9763,3.635,4.9624,4.0836,3.3456,4.7326,5.3676,4.3439,4.5066,3.8124,4.1641,4.2002,4.3969,4.6764,3.0175,4.8241,5.1065,4.7652,3.8901,4.7457,4.8282,4.5198,3.8369,5.8818,5.8261,5.281,4.1524,4.2624,4.7036,3.0921,4.3065,2.9966,6.3729,4.843,4.0677,5.4728,4.1344,4.2652,5.6622,5.2126,4.7562,4.6441,4.3435,5.0595,3.8714,2.8961,5.733,5.11,5.2567,4.7374,4.4439,3.263,4.3225,4.916,4.4612,5.2401,4.3959,5.2797,6.7652,5.7002,3.5589,3.7662
4.8821,4.4054,3.8855,5.2123,4.3355,4.5891,3.9708,4.4738,4.6486,5.0443,5.3386,4.4591,4.4701,4.754,5.4382,4.2294,3.8344,5.76,4.6194,4.9558,3.5081,4.4975,5.247,5.0991,4.9463,4.9851,4.1651,4.537,5.3844,4.0599,4.7419,4.4731,4.4869,5.4956,5.4511,3.7751,5.7583,4.3611,4.9289,4.0442,3.4848,4.1273,5.7887,3.9069,7.5648,4.7023,3.5153,5.3449,4.8517,3.4095,4.4286,5.136,4.4805,5.2869,4.1906,4.653,4.7189,4.7903,4.9406,5.3624,4.0419,4.135,3.6395,4.3224,5.6995,3.2372,5.0834,6.0704,5.8254,4.0861,5.6245,4.6439,5.4687,5.2549,5.2528,5.154,3.6673,6.7973,5.8512,4.1107,5.4074,5.6408,4.0417,4.5197,3.6587,3.3135,4.283,5.03,4.6874,4.3939,5.3192,4.62,3.5364,5.0863,4.4396,3.8064,4.1752,5.0445,4.9667,3.8156,4.0928,5.1853,5.6424,5.4575,2.8287,3.8068,4.532,4.9947,5.4755,5.4385,4.3778,3.3269,5.746,4.0121,4.5439,5.494,5.1688,5.4308,6.2827,3.9933,4.3663,3.8634,5.8127,5.0581,5.0041,4.1342,3.9403,4.711,4.1883,3.1363,4.1892,6.1028,4.5092,4.3676,3.6775,5.5572,4.1258,4.5654,4.7531,3.1331,4.5958,5.0587,5.0652,3.6581,4.9026,4.966,4.1101,4.0176,6.0348,6.0132,5.5274,4.192,4.2482,4.4811,3.2519,3.8654,3.3332,6.0985,4.5422,4.6957,5.1728,4.5494,4.1994,5.4141,4.9507,4.6636,4.7015,4.4955,4.9947,3.9319,2.7821,5.4309,4.9691,5.4381,4.7584,4.6812,3.196,4.0785,4.8452,4.6078,5.2178,4.3974,5.1633,6.8382,5.867,3.5031,3.637
5.0749,4.3448,3.9418,5.3071,4.4478,4.6001,3.8869,4.7335,4.6936,4.8685,5.8475,4.5756,4.5262,4.6977,5.4985,4.3167,3.854,5.6071,4.5327,4.4137,3.245,4.5879,5.4379,4.8051,5.0479,4.8107,4.09,4.3876,5.3878,4.0229,5.1814,4.3757,4.4017,5.5919,5.2308,4.0245,5.8629,4.48,4.5948,4.0953,3.5196,3.9556,5.7707,3.8856,7.3173,4.8709,3.7422,5.0971,4.9485,3.5274,4.5703,5.0794,4.4347,5.3378,4.1414,4.513,4.6084,4.5287,6.9106,5.1768,3.6124,4.3213,3.5049,4.2031,5.6603,3.5887,4.9549,6.0667,5.903,4.304,5.0251,4.8305,5.5334,5.2754,4.7624,5.0462,3.5761,6.4394,5.5793,4.1455,5.5163,5.6359,3.9004,4.571,3.9038,3.2742,4.2382,4.9846,4.0657,4.2513,5.5764,4.3936,3.5057,4.8556,4.6187,3.808,4.001,4.8497,5.2212,3.7951,3.7717,5.4038,5.4556,5.7189,3.5731,3.9246,4.6917,4.7087,5.2911,5.6288,4.4701,3.3996,6.3281,3.6662,4.7058,5.5005,5.1113,5.7564,5.6405,3.8827,4.1565,4.0169,4.0633,4.8101,4.7733,4.1222,3.9109,4.8347,4.1667,3.2126,4.5567,5.5609,4.6296,4.511,3.5753,4.3489,4.244,4.337,4.6888,2.9145,4.8724,5.2631,5.069,3.817,5.1235,4.4663,4.3266,3.9739,6.0539,5.8098,5.185,4.227,4.2563,4.4078,2.9607,4.211,3.4135,6.3696,4.7227,4.3858,5.2871,3.9405,4.1446,5.628,5.1447,5.3414,4.5849,4.136,5.3191,3.8298,2.641,5.3185,5.1801,5.3399,4.9912,4.6869,3.2423,4.0531,4.9088,4.6393,5.477,4.4154,5.2981,7.0429,5.667,3.7548,4.1544
4.894,4.2576,3.8921,5.1319,4.5393,4.4912,3.9006,4.6482,4.9639,4.9494,5.8971,4.515,4.5043,4.5267,5.6923,4.1499,3.6368,5.7398,4.4664,4.6636,3.6531,4.2757,5.0649,5.0159,4.7993,4.5926,4.3427,4.2803,5.0868,3.9158,4.8396,4.4615,4.3561,5.6308,5.267,4.1211,5.8192,4.3974,4.907,4.0617,3.2949,4.0243,5.6832,3.9076,7.3204,4.8049,3.5722,5.0124,5.0205,3.5054,4.2085,5.0782,4.2394,5.1513,4.3429,4.378,4.6127,4.2863,6.3679,5.4673,3.6949,4.5757,3.5558,4.2621,6.135,2.988,5.2917,5.8722,5.9813,4.1585,5.1581,4.4855,5.5396,5.3163,4.489,5.1475,3.5276,6.5726,6.0408,4.2352,5.3133,5.5174,3.5525,4.6648,3.8763,3.067,3.8525,4.8067,4.0934,4.2604,5.12,4.1989,3.3291,4.6745,4.5045,3.9447,4.1769,4.873,5.0069,3.1724,3.8479,5.2516,5.5675,5.605,2.9508,3.9546,4.4277,4.4658,5.4431,5.1809,4.5305,3.2746,6.4046,3.2935,4.2784,5.586,4.7911,5.647,5.5711,3.7027,3.9925,3.8359,4.4404,4.8366,4.8377,4.0666,3.6826,4.8337,4.1604,3.3418,4.1474,5.2589,4.7942,4.3655,3.4221,4.3778,4.2592,4.2414,4.7494,3.0186,5.0779,5.1948,4.9124,3.8164,4.6339,4.1142,4.2524,3.7688,5.7677,5.9795,5.2763,3.7739,4.1901,4.4389,3.0748,4.186,2.9058,5.9841,4.9358,4.252,5.0343,3.9666,4.2082,5.675,5.2566,4.8981,4.4022,4.0273,4.9022,3.8501,2.9795,5.3556,5.0544,4.9812,4.9041,4.7772,3.3636,3.761,4.897,4.4248,5.0386,4.2659,5.1864,7.2356,5.5288,3.8696,3.8969
4.9121,4.4536,4.0219,5.0665,4.404,4.7031,3.7448,4.3891,4.7441,4.9047,5.6659,4.5166,4.5944,4.4838,5.5688,4.3462,3.6307,5.5627,4.5058,4.812,3.5092,4.4198,5.1649,4.9817,4.8012,4.5914,4.1127,4.3965,5.4423,4.0657,5.0877,4.5479,4.5165,5.8281,5.4809,4.0442,5.6333,4.3477,4.616,4.0614,3.3423,4.043,5.8343,3.728,7.1999,4.9248,3.736,5.1407,5.0542,3.5646,4.3341,5.3166,4.5716,5.2036,4.0794,4.4537,4.6697,4.7387,6.3712,5.2911,3.8962,4.4273,3.6786,4.0444,5.5675,2.8766,5.3288,6.1911,5.8237,4.097,5.1154,4.8073,5.8101,5.2333,4.7024,5.1934,3.6038,6.7106,5.6711,4.3995,5.2225,6.1603,3.9688,4.4733,3.7685,3.2763,4.2039,4.8155,4.5974,4.2888,5.5074,4.4681,3.3659,4.8724,4.3933,3.7714,4.2117,5.0312,4.933,3.876,3.9976,5.3652,5.6518,5.3442,3.2374,3.7427,4.4145,4.7892,5.1632,5.6472,4.344,3.3231,6.1293,3.9181,4.5377,5.3864,4.9158,5.4564,5.8192,3.8272,4.3066,3.9371,4.9439,5.1323,5.0091,4.1753,3.7809,4.7599,4.1619,3.2489,4.487,4.9806,4.6585,4.5325,3.9473,4.693,4.5736,4.25,4.7184,3.0682,4.6452,5.146,4.74,3.9071,4.8224,5.0046,4.4578,3.8574,5.9063,5.7676,5.2682,4.2987,4.2444,4.6069,3.2226,4.5271,3.3662,6.4854,4.5645,4.2378,5.1629,4.3215,4.086,5.5526,5.2748,4.9142,4.5597,4.3894,4.8247,4.1251,2.5059,5.3362,5.2212,5.1709,4.8703,4.7728,3.2976,3.9994,4.9653,4.5278,5.1613,4.4753,5.1908,6.8602,5.6385,3.789,3.8335
